date,location,fully_vaccinated,fully_vaccinated_per_hundred
2021-05-09,Dept of Defense,1257471,
2021-05-10,Dept of Defense,1266098,
2021-05-11,Dept of Defense,1272661,
2021-05-12,Dept of Defense,1286552,
2021-05-13,Dept of Defense,1303152,
2021-05-14,Dept of Defense,1318651,
2021-05-15,Dept of Defense,1337031,
2021-05-16,Dept of Defense,1359773,
2021-05-17,Dept of Defense,1366244,
2021-05-18,Dept of Defense,1367194,
2021-05-19,Dept of Defense,1379457,
2021-05-20,Dept of Defense,1396050,
2021-05-21,Dept of Defense,1410639,
2021-05-22,Dept of Defense,1426167,
2021-05-23,Dept of Defense,1444244,
2021-05-24,Dept of Defense,1450932,
2021-05-25,Dept of Defense,1455693,
2021-05-26,Dept of Defense,1467509,
2021-05-27,Dept of Defense,1478842,
2021-05-28,Dept of Defense,1492479,
2021-05-29,Dept of Defense,1507222,
2021-05-30,Dept of Defense,1513339,
2021-05-31,Dept of Defense,,
2021-06-01,Dept of Defense,1515251,
2021-06-02,Dept of Defense,1516689,
2021-06-03,Dept of Defense,1530661,
2021-06-04,Dept of Defense,1542340,
2021-06-05,Dept of Defense,1554111,
2021-06-06,Dept of Defense,1554109,
2021-06-07,Dept of Defense,1572724,
2021-06-08,Dept of Defense,1576870,
2021-06-09,Dept of Defense,1588569,
2021-06-10,Dept of Defense,1599994,
2021-06-11,Dept of Defense,1599994,
2021-06-12,Dept of Defense,1611076,
2021-06-13,Dept of Defense,1624691,
2021-06-14,Dept of Defense,1638406,
2021-06-15,Dept of Defense,1652187,
2021-06-16,Dept of Defense,1652187,
2021-06-17,Dept of Defense,1675327,
2021-06-18,Dept of Defense,1687629,
2021-06-19,Dept of Defense,1699867,
2021-06-20,Dept of Defense,1707714,
2021-06-21,Dept of Defense,1719458,
2021-06-22,Dept of Defense,1721067,
2021-06-23,Dept of Defense,1727527,
2021-06-24,Dept of Defense,1740071,
2021-06-25,Dept of Defense,1749597,
2021-06-26,Dept of Defense,1759430,
2021-06-27,Dept of Defense,1759430,
2021-06-28,Dept of Defense,1792073,
2021-06-29,Dept of Defense,1805114,
2021-06-30,Dept of Defense,1814323,
2021-07-01,Dept of Defense,1822932,
2021-07-02,Dept of Defense,1831908,
2021-07-03,Dept of Defense,1838706,
2021-07-04,Dept of Defense,1847327,
2021-07-05,Dept of Defense,,
2021-07-06,Dept of Defense,1864193,
2021-07-07,Dept of Defense,1865787,
2021-07-08,Dept of Defense,1871620,
2021-07-09,Dept of Defense,1877396,
2021-07-10,Dept of Defense,1882111,
2021-07-11,Dept of Defense,1888769,
2021-07-12,Dept of Defense,1891635,
2021-07-13,Dept of Defense,1894942,
2021-07-14,Dept of Defense,1899253,
2021-07-15,Dept of Defense,1903050,
2021-07-16,Dept of Defense,1918861,
2021-07-17,Dept of Defense,1924478,
2021-07-18,Dept of Defense,1930033,
2021-07-19,Dept of Defense,1932546,
2021-07-20,Dept of Defense,1903702,
2021-07-21,Dept of Defense,1911604,
2021-07-22,Dept of Defense,1917385,
2021-07-23,Dept of Defense,1923110,
2021-07-24,Dept of Defense,1927534,
2021-07-25,Dept of Defense,1934243,
2021-07-26,Dept of Defense,1935647,
2021-07-27,Dept of Defense,1936101,
2021-07-28,Dept of Defense,1938097,
2021-07-29,Dept of Defense,1948744,
2021-07-30,Dept of Defense,1953114,
2021-07-31,Dept of Defense,1959613,
2021-08-01,Dept of Defense,1965067,
2021-08-02,Dept of Defense,1968315,
2021-08-03,Dept of Defense,1968950,
2021-08-04,Dept of Defense,1975555,
2021-08-05,Dept of Defense,1980997,
2021-08-06,Dept of Defense,1985793,
2021-08-07,Dept of Defense,1990328,
2021-08-08,Dept of Defense,1997966,
2021-08-09,Dept of Defense,2000816,
2021-08-10,Dept of Defense,2002848,
2021-08-11,Dept of Defense,2007771,
2021-08-12,Dept of Defense,2013648,
2021-08-13,Dept of Defense,2019475,
2021-08-14,Dept of Defense,2025246,
2021-08-15,Dept of Defense,2031668,
2021-08-16,Dept of Defense,2034207,
2021-08-17,Dept of Defense,2036279,
2021-08-18,Dept of Defense,2041861,
2021-08-19,Dept of Defense,2047867,
2021-08-20,Dept of Defense,2053547,
2021-08-21,Dept of Defense,2060408,
2021-08-22,Dept of Defense,2066205,
2021-08-23,Dept of Defense,2070927,
2021-08-24,Dept of Defense,2073823,
2021-08-25,Dept of Defense,2079938,
2021-08-26,Dept of Defense,2086894,
2021-08-27,Dept of Defense,2095320,
2021-08-28,Dept of Defense,2102824,
2021-08-29,Dept of Defense,2114411,
2021-01-12,District of Columbia,,
2021-01-13,District of Columbia,1275,0.18
2021-01-14,District of Columbia,,
2021-01-15,District of Columbia,8250,1.17
2021-01-16,District of Columbia,,
2021-01-17,District of Columbia,,
2021-01-18,District of Columbia,,
2021-01-19,District of Columbia,10196,1.44
2021-01-20,District of Columbia,10553,1.5
2021-01-21,District of Columbia,11685,1.66
2021-01-22,District of Columbia,12045,1.71
2021-01-23,District of Columbia,12649,1.79
2021-01-24,District of Columbia,13043,1.85
2021-01-25,District of Columbia,13236,1.88
2021-01-26,District of Columbia,13293,1.88
2021-01-27,District of Columbia,14434,2.05
2021-01-28,District of Columbia,15177,2.15
2021-01-29,District of Columbia,16112,2.28
2021-01-30,District of Columbia,17029,2.41
2021-01-31,District of Columbia,18710,2.65
2021-02-01,District of Columbia,19217,2.72
2021-02-02,District of Columbia,19218,2.72
2021-02-03,District of Columbia,19753,2.8
2021-02-04,District of Columbia,21313,3.02
2021-02-05,District of Columbia,22719,3.22
2021-02-06,District of Columbia,24069,3.41
2021-02-07,District of Columbia,26151,3.71
2021-02-08,District of Columbia,26957,3.82
2021-02-09,District of Columbia,26957,3.82
2021-02-10,District of Columbia,26957,3.82
2021-02-11,District of Columbia,31786,4.5
2021-02-12,District of Columbia,33167,4.7
2021-02-13,District of Columbia,34388,4.87
2021-02-14,District of Columbia,36388,5.16
2021-02-15,District of Columbia,,
2021-02-16,District of Columbia,39060,5.53
2021-02-17,District of Columbia,39973,5.66
2021-02-18,District of Columbia,41311,5.85
2021-02-19,District of Columbia,50145,7.11
2021-02-20,District of Columbia,51565,7.31
2021-02-21,District of Columbia,53244,7.54
2021-02-22,District of Columbia,31114,4.41
2021-02-23,District of Columbia,31845,4.51
2021-02-24,District of Columbia,32760,4.64
2021-02-25,District of Columbia,33781,4.79
2021-02-26,District of Columbia,34923,4.95
2021-02-27,District of Columbia,38247,5.42
2021-02-28,District of Columbia,40106,5.68
2021-03-01,District of Columbia,41210,5.84
2021-03-02,District of Columbia,41860,5.93
2021-03-03,District of Columbia,42850,6.07
2021-03-04,District of Columbia,44086,6.25
2021-03-05,District of Columbia,45362,6.43
2021-03-06,District of Columbia,49150,6.96
2021-03-07,District of Columbia,50399,7.14
2021-03-08,District of Columbia,51723,7.33
2021-03-09,District of Columbia,52813,7.48
2021-03-10,District of Columbia,54738,7.76
2021-03-11,District of Columbia,56459,8
2021-03-12,District of Columbia,58029,8.22
2021-03-13,District of Columbia,59917,8.49
2021-03-14,District of Columbia,61934,8.78
2021-03-15,District of Columbia,65479,9.28
2021-03-16,District of Columbia,67181,9.52
2021-03-17,District of Columbia,68796,9.75
2021-03-18,District of Columbia,69819,9.89
2021-03-19,District of Columbia,71181,10.09
2021-03-20,District of Columbia,72304,10.25
2021-03-21,District of Columbia,73585,10.43
2021-03-22,District of Columbia,74461,10.55
2021-03-23,District of Columbia,74927,10.62
2021-03-24,District of Columbia,76207,10.8
2021-03-25,District of Columbia,79733,11.3
2021-03-26,District of Columbia,82094,11.63
2021-03-27,District of Columbia,84545,11.98
2021-03-28,District of Columbia,88137,12.49
2021-03-29,District of Columbia,91317,12.94
2021-03-30,District of Columbia,93350,13.23
2021-03-31,District of Columbia,97469,13.81
2021-04-01,District of Columbia,100548,14.25
2021-04-02,District of Columbia,103882,14.72
2021-04-03,District of Columbia,107122,15.18
2021-04-04,District of Columbia,109897,15.57
2021-04-05,District of Columbia,111858,15.85
2021-04-06,District of Columbia,113268,16.05
2021-04-07,District of Columbia,114192,16.18
2021-04-08,District of Columbia,121675,17.24
2021-04-09,District of Columbia,125680,17.81
2021-04-10,District of Columbia,130670,18.52
2021-04-11,District of Columbia,135412,19.19
2021-04-12,District of Columbia,139472,19.76
2021-04-13,District of Columbia,144190,20.43
2021-04-14,District of Columbia,147799,20.94
2021-04-15,District of Columbia,153091,21.69
2021-04-16,District of Columbia,157353,22.3
2021-04-17,District of Columbia,161202,22.84
2021-04-18,District of Columbia,165820,23.5
2021-04-19,District of Columbia,169356,24
2021-04-20,District of Columbia,170538,24.16
2021-04-21,District of Columbia,174124,24.67
2021-04-22,District of Columbia,178088,25.23
2021-04-23,District of Columbia,182609,25.87
2021-04-24,District of Columbia,187300,26.54
2021-04-25,District of Columbia,193477,27.41
2021-04-26,District of Columbia,196859,27.89
2021-04-27,District of Columbia,199548,28.27
2021-04-28,District of Columbia,202688,28.72
2021-04-29,District of Columbia,206340,29.24
2021-04-30,District of Columbia,210078,29.77
2021-05-01,District of Columbia,213945,30.31
2021-05-02,District of Columbia,217523,30.82
2021-05-03,District of Columbia,219876,31.15
2021-05-04,District of Columbia,220887,31.3
2021-05-05,District of Columbia,224437,31.8
2021-05-06,District of Columbia,227589,32.25
2021-05-07,District of Columbia,231572,32.81
2021-05-08,District of Columbia,236805,33.55
2021-05-09,District of Columbia,241630,34.24
2021-05-10,District of Columbia,248353,35.19
2021-05-11,District of Columbia,252382,35.76
2021-05-12,District of Columbia,258321,36.6
2021-05-13,District of Columbia,261129,37
2021-05-14,District of Columbia,265177,37.57
2021-05-15,District of Columbia,269389,38.17
2021-05-16,District of Columbia,279928,39.66
2021-05-17,District of Columbia,286901,40.65
2021-05-18,District of Columbia,289882,41.07
2021-05-19,District of Columbia,293149,41.54
2021-05-20,District of Columbia,297401,42.14
2021-05-21,District of Columbia,302802,42.91
2021-05-22,District of Columbia,306573,43.44
2021-05-23,District of Columbia,310905,44.05
2021-05-24,District of Columbia,312763,44.32
2021-05-25,District of Columbia,314050,44.5
2021-05-26,District of Columbia,316547,44.85
2021-05-27,District of Columbia,318874,45.18
2021-05-28,District of Columbia,322026,45.63
2021-05-29,District of Columbia,324585,45.99
2021-05-30,District of Columbia,326043,46.2
2021-05-31,District of Columbia,,
2021-06-01,District of Columbia,327604,46.42
2021-06-02,District of Columbia,327999,46.48
2021-06-03,District of Columbia,328856,46.6
2021-06-04,District of Columbia,330192,46.79
2021-06-05,District of Columbia,331715,47
2021-06-06,District of Columbia,332049,47.05
2021-06-07,District of Columbia,335081,47.48
2021-06-08,District of Columbia,336199,47.64
2021-06-09,District of Columbia,337253,47.79
2021-06-10,District of Columbia,338846,48.01
2021-06-11,District of Columbia,338953,48.03
2021-06-12,District of Columbia,340402,48.23
2021-06-13,District of Columbia,341939,48.45
2021-06-14,District of Columbia,346486,49.09
2021-06-15,District of Columbia,347921,49.3
2021-06-16,District of Columbia,349725,49.55
2021-06-17,District of Columbia,352381,49.93
2021-06-18,District of Columbia,353664,50.11
2021-06-19,District of Columbia,356422,50.5
2021-06-20,District of Columbia,357234,50.62
2021-06-21,District of Columbia,357817,50.7
2021-06-22,District of Columbia,358432,50.79
2021-06-23,District of Columbia,359031,50.87
2021-06-24,District of Columbia,359956,51
2021-06-25,District of Columbia,362549,51.37
2021-06-26,District of Columbia,363412,51.49
2021-06-27,District of Columbia,365591,51.8
2021-06-28,District of Columbia,367183,52.03
2021-06-29,District of Columbia,367603,52.09
2021-06-30,District of Columbia,368531,52.22
2021-07-01,District of Columbia,369251,52.32
2021-07-02,District of Columbia,370231,52.46
2021-07-03,District of Columbia,372444,52.77
2021-07-04,District of Columbia,373208,52.88
2021-07-05,District of Columbia,,
2021-07-06,District of Columbia,373883,52.98
2021-07-07,District of Columbia,373995,52.99
2021-07-08,District of Columbia,374803,53.11
2021-07-09,District of Columbia,375614,53.22
2021-07-10,District of Columbia,376261,53.31
2021-07-11,District of Columbia,376851,53.4
2021-07-12,District of Columbia,377609,53.5
2021-07-13,District of Columbia,377840,53.54
2021-07-14,District of Columbia,378286,53.6
2021-07-15,District of Columbia,378875,53.68
2021-07-16,District of Columbia,379400,53.76
2021-07-17,District of Columbia,380259,53.88
2021-07-18,District of Columbia,380896,53.97
2021-07-19,District of Columbia,381465,54.05
2021-07-20,District of Columbia,381131,54
2021-07-21,District of Columbia,381538,54.06
2021-07-22,District of Columbia,382126,54.14
2021-07-23,District of Columbia,382668,54.22
2021-07-24,District of Columbia,383383,54.32
2021-07-25,District of Columbia,383916,54.4
2021-07-26,District of Columbia,384269,54.45
2021-07-27,District of Columbia,384596,54.49
2021-07-28,District of Columbia,384862,54.53
2021-07-29,District of Columbia,385290,54.59
2021-07-30,District of Columbia,385812,54.67
2021-07-31,District of Columbia,386475,54.76
2021-08-01,District of Columbia,387155,54.86
2021-08-02,District of Columbia,387653,54.93
2021-08-03,District of Columbia,387859,54.96
2021-08-04,District of Columbia,388214,55.01
2021-08-05,District of Columbia,388761,55.08
2021-08-06,District of Columbia,390323,55.31
2021-08-07,District of Columbia,391575,55.48
2021-08-08,District of Columbia,392759,55.65
2021-08-09,District of Columbia,393096,55.7
2021-08-10,District of Columbia,393396,55.74
2021-08-11,District of Columbia,393767,55.79
2021-08-12,District of Columbia,394566,55.91
2021-08-13,District of Columbia,395147,55.99
2021-08-14,District of Columbia,396271,56.15
2021-08-15,District of Columbia,396780,56.22
2021-08-16,District of Columbia,397122,56.27
2021-08-17,District of Columbia,397089,56.26
2021-08-18,District of Columbia,397455,56.32
2021-08-19,District of Columbia,397952,56.39
2021-08-20,District of Columbia,398569,56.47
2021-08-21,District of Columbia,399141,56.56
2021-08-22,District of Columbia,399772,56.65
2021-08-23,District of Columbia,400277,56.72
2021-08-24,District of Columbia,400642,56.77
2021-08-25,District of Columbia,401040,56.82
2021-08-26,District of Columbia,401605,56.9
2021-08-27,District of Columbia,402201,56.99
2021-08-28,District of Columbia,402826,57.08
2021-08-29,District of Columbia,403499,57.17
2021-01-12,Federated States of Micronesia,,
2021-01-13,Federated States of Micronesia,,
2021-01-14,Federated States of Micronesia,,
2021-01-15,Federated States of Micronesia,2,0
2021-01-16,Federated States of Micronesia,,
2021-01-17,Federated States of Micronesia,,
2021-01-18,Federated States of Micronesia,,
2021-01-19,Federated States of Micronesia,2,0
2021-01-20,Federated States of Micronesia,3,0
2021-01-21,Federated States of Micronesia,3,0
2021-01-22,Federated States of Micronesia,3,0
2021-01-23,Federated States of Micronesia,3,0
2021-01-24,Federated States of Micronesia,3,0
2021-01-25,Federated States of Micronesia,3,0
2021-01-26,Federated States of Micronesia,4,0
2021-01-27,Federated States of Micronesia,4,0
2021-01-28,Federated States of Micronesia,4,0
2021-01-29,Federated States of Micronesia,5,0
2021-01-30,Federated States of Micronesia,5,0
2021-01-31,Federated States of Micronesia,5,0
2021-02-01,Federated States of Micronesia,15,0.01
2021-02-02,Federated States of Micronesia,16,0.02
2021-02-03,Federated States of Micronesia,17,0.02
2021-02-04,Federated States of Micronesia,26,0.03
2021-02-05,Federated States of Micronesia,35,0.03
2021-02-06,Federated States of Micronesia,78,0.08
2021-02-07,Federated States of Micronesia,79,0.08
2021-02-08,Federated States of Micronesia,112,0.11
2021-02-09,Federated States of Micronesia,148,0.14
2021-02-10,Federated States of Micronesia,246,0.24
2021-02-11,Federated States of Micronesia,346,0.33
2021-02-12,Federated States of Micronesia,453,0.44
2021-02-13,Federated States of Micronesia,767,0.74
2021-02-14,Federated States of Micronesia,886,0.85
2021-02-15,Federated States of Micronesia,,
2021-02-16,Federated States of Micronesia,1121,1.08
2021-02-17,Federated States of Micronesia,1449,1.4
2021-02-18,Federated States of Micronesia,1761,1.7
2021-02-19,Federated States of Micronesia,2070,2
2021-02-20,Federated States of Micronesia,2070,2
2021-02-21,Federated States of Micronesia,2425,2.34
2021-02-22,Federated States of Micronesia,2454,2.37
2021-02-23,Federated States of Micronesia,2454,2.37
2021-02-24,Federated States of Micronesia,2873,2.77
2021-02-25,Federated States of Micronesia,3047,2.94
2021-02-26,Federated States of Micronesia,3441,3.32
2021-02-27,Federated States of Micronesia,3757,3.62
2021-02-28,Federated States of Micronesia,4134,3.99
2021-03-01,Federated States of Micronesia,4434,4.28
2021-03-02,Federated States of Micronesia,4952,4.78
2021-03-03,Federated States of Micronesia,5348,5.16
2021-03-04,Federated States of Micronesia,5689,5.49
2021-03-05,Federated States of Micronesia,6010,5.8
2021-03-06,Federated States of Micronesia,6374,6.15
2021-03-07,Federated States of Micronesia,6425,6.2
2021-03-08,Federated States of Micronesia,6425,6.2
2021-03-09,Federated States of Micronesia,6670,6.44
2021-03-10,Federated States of Micronesia,6857,6.62
2021-03-11,Federated States of Micronesia,7021,6.77
2021-03-12,Federated States of Micronesia,7261,7.01
2021-03-13,Federated States of Micronesia,7459,7.2
2021-03-14,Federated States of Micronesia,7511,7.25
2021-03-15,Federated States of Micronesia,7511,7.25
2021-03-16,Federated States of Micronesia,7839,7.56
2021-03-17,Federated States of Micronesia,8100,7.82
2021-03-18,Federated States of Micronesia,8100,7.82
2021-03-19,Federated States of Micronesia,8467,8.17
2021-03-20,Federated States of Micronesia,8660,8.36
2021-03-21,Federated States of Micronesia,8683,8.38
2021-03-22,Federated States of Micronesia,8693,8.39
2021-03-23,Federated States of Micronesia,8814,8.5
2021-03-24,Federated States of Micronesia,9001,8.68
2021-03-25,Federated States of Micronesia,9127,8.81
2021-03-26,Federated States of Micronesia,9190,8.87
2021-03-27,Federated States of Micronesia,9313,8.99
2021-03-28,Federated States of Micronesia,9327,9
2021-03-29,Federated States of Micronesia,9436,9.1
2021-03-30,Federated States of Micronesia,9551,9.22
2021-03-31,Federated States of Micronesia,9655,9.32
2021-04-01,Federated States of Micronesia,9670,9.33
2021-04-02,Federated States of Micronesia,9670,9.33
2021-04-03,Federated States of Micronesia,9776,9.43
2021-04-04,Federated States of Micronesia,9776,9.43
2021-04-05,Federated States of Micronesia,9902,9.55
2021-04-06,Federated States of Micronesia,10046,9.69
2021-04-07,Federated States of Micronesia,10219,9.86
2021-04-08,Federated States of Micronesia,10355,9.99
2021-04-09,Federated States of Micronesia,10358,9.99
2021-04-10,Federated States of Micronesia,10663,10.29
2021-04-11,Federated States of Micronesia,10665,10.29
2021-04-12,Federated States of Micronesia,10709,10.33
2021-04-13,Federated States of Micronesia,10929,10.54
2021-04-14,Federated States of Micronesia,11082,10.69
2021-04-15,Federated States of Micronesia,11086,10.7
2021-04-16,Federated States of Micronesia,11293,10.9
2021-04-17,Federated States of Micronesia,11473,11.07
2021-04-18,Federated States of Micronesia,11473,11.07
2021-04-19,Federated States of Micronesia,11520,11.12
2021-04-20,Federated States of Micronesia,11641,11.23
2021-04-21,Federated States of Micronesia,11642,11.23
2021-04-22,Federated States of Micronesia,11642,11.23
2021-04-23,Federated States of Micronesia,12032,11.61
2021-04-24,Federated States of Micronesia,12032,11.61
2021-04-25,Federated States of Micronesia,12033,11.61
2021-04-26,Federated States of Micronesia,12525,12.08
2021-04-27,Federated States of Micronesia,13299,12.83
2021-04-28,Federated States of Micronesia,13299,12.83
2021-04-29,Federated States of Micronesia,14248,13.75
